period_end,Revenue,OperatingIncome,CostOfRevenue,Operating_Margin
2009-02-28,0,1940000000,0,
2009-08-31,0,1740000000,0,
2009-11-30,0,2178000000,0,
2010-02-28,458000000,1843000000,206000000,1.0
2010-08-31,1698000000,1917000000,557000000,1.0
2010-11-30,1753000000,2770000000,525000000,1.0
2011-02-28,1664000000,2987000000,465000000,1.0
