period_end,Revenue,OperatingIncome,Operating_Margin
2018-03-31,2584000000,-478000000,-0.184984520123839
2018-06-30,2768000000,-739000000,-0.26697976878612717
2019-03-31,3099000000,-1034000000,-0.3336560180703453
2019-06-30,3166000000,-5485000000,-1.0
