period_end,Revenue,OperatingIncome,Operating_Margin,price_at_period_end,shares_outstanding,market_cap,KBrand,Opex_Ratio,Selected_Margin,Benchmark_Margin,s_baseline_value,S_Surplus,s_total,V_Prod_base,K_Pi_prime,E_star,E_0,E_1,E_2,E_3,K_Pi_prime_lag,R_t,T_t,dK_Pi_prime,dK_Pi_prime_pct,PDI_t,PGR_t,Gate_C1,Gate_C2,Gate_C3,Speculative_Regime
2014-03-31,1874000000,,,,,,309210000.0,0,,,,0.0,,,,,,,,,,,inf,,,,,False,False,False,False
2014-06-30,1983000000,330000000.0,0.1664145234493192,,,,327195000.0,0,0.1664145234493192,,330000000.0,0.0,330000000.0,1653000000.0,,,0.1996370235934664,0.0,0.19794010889292196,,,,inf,,,,,False,False,False,False
2014-09-30,1975000000,272000000.0,0.1377215189873417,,,,325875000.0,0,0.1377215189873417,,271999999.9999998,0.0,271999999.9999998,1703000000.0,,,0.15971814445096877,0.0,0.19135349383440986,,,,inf,,,,0.030248033877797953,False,False,False,False
2014-12-31,2193000000,,,,,,361845000.0,0,,,,0.0,,,,,,,,,,,inf,,,,,False,False,False,False
2015-03-31,2137000000,322000000.0,0.1506785212915301,,,,352605000.0,0,0.1506785212915301,,321999999.9999998,0.0,321999999.9999998,1815000000.0000002,,,0.17741046831955912,0.0,0.19427272727272724,,,,inf,,,,,False,False,False,False
2015-06-30,2297000000,398000000.0,0.173269481932956,,,,379005000.0,0,0.173269481932956,,397999999.99999994,0.0,397999999.99999994,1899000000.0,,,0.20958399157451288,0.0,0.19958135860979462,,,,inf,,,,0.046280991735537125,False,False,False,False
2015-09-30,2258000000,330000000.0,0.1461470327723649,30.874929428100582,,,372570000.0,0,0.1461470327723649,,329999999.99999994,0.0,329999999.99999994,1928000000.0000002,,,0.17116182572614103,0.0,0.19324170124481324,,,,inf,,,,0.015271195365982315,False,False,False,False
2015-12-31,2556000000,,,36.00748825073242,1221690000.0,43989988321.04,421740000.0,0,,,,0.0,,,,,,,,,,,inf,,,,,False,False,False,False
2016-03-31,2544000000,407000000.0,0.1599842767295597,38.39472579956055,1222680000.0,46944463340.61,419760000.0,0,0.1599842767295597,,406999999.9999999,0.0,406999999.9999999,2137000000.0,43980703340.61,20.967460617973796,0.19045390734674772,0.0,0.1964248947122134,20.580581815914833,,,inf,,,,,True,True,False,False
2016-06-30,2650000000,371000000.0,0.14,36.31583786010742,1212030000.0,44015884961.59,437250000.0,0,0.14,,371000000.00000006,0.0,371000000.00000006,2279000000.0,40928634961.59,18.31368361631856,0.16279069767441864,0.0,0.19186046511627908,17.95903245352786,43980703340.61,0.008435517666163236,118.54637019032342,-3052068379.0200043,-0.06939562460798229,0.10838229299591562,0.06644829199812818,True,True,True,True
2016-09-30,2667000000,348000000.0,0.1304836895388076,40.75212478637695,1207000000.0,49187814617.16,440055000.0,0,0.1304836895388076,,347999999.9999999,0.0,347999999.9999999,2319000000.0,46080759617.16,20.210786812056924,0.15006468305304005,0.0,0.1897606727037516,19.87096145630013,40928634961.59,0.008502604602537685,117.61102000456899,5152124655.570007,0.12588068623361334,0.0632712932510681,0.0175515577007459,True,True,True,True
2016-12-31,2981000000,,,39.260101318359375,1206650000.0,47373201255.8,491865000.0,0,,,,0.0,,,,,,,,,46080759617.16,,inf,,,,,False,False,False,False
2017-03-31,2975000000,431000000.0,0.1448739495798319,42.79121780395508,1207580000.0,51673818795.7,490875000.0,0,0.1448739495798319,,430999999.99999994,0.0,430999999.99999994,2544000000.0,48207943795.7,19.312035690133648,0.16941823899371067,0.0,0.19295400943396226,18.949663441705972,,,inf,,,,,True,True,False,False
2017-06-30,3136000000,430000000.0,0.1371173469387755,53.38458251953125,1202400000.0,64189622021.48,517440000.0,0,0.1371173469387755,,430000000.0,0.0,430000000.0,2706000000.0,60536182021.48,22.721220259231337,0.1589061345158906,0.0,0.19121951219512195,22.371094612520327,48207943795.7,0.008919691779891983,112.11149719930232,12328238225.780006,0.25573043061172107,0.0337037130354815,0.06367924528301883,True,True,True,True
2017-09-30,3239000000,423000000.0,0.1305958629206545,63.68948745727539,1200160000.0,76437575266.72,534435000.0,0,0.1305958629206545,,422999999.99999994,0.0,422999999.99999994,2816000000.0,72664140266.72,26.14402530778409,0.15021306818181815,0.0,0.18978515625,25.804027083352274,60536182021.48,0.006987556629354444,143.11154142193857,12127958245.239998,0.20034230505215286,0.033702605947272944,0.04065040650406515,True,True,True,True
2017-12-31,3744000000,,,73.2284927368164,,,617760000.0,0,,,,0.0,,,,,,,,,72664140266.72,,inf,,,,,False,False,False,False
2018-03-31,3685000000,534000000.0,0.1449118046132971,75.46652221679688,,,608025000.0,0,0.1449118046132971,,533999999.9999999,0.0,533999999.9999999,3151000000.0,,,0.169470009520787,0.0,0.19296255157092987,,,,inf,,,,,False,False,False,False
